model_id	author	last_modified	downloads	likes	tags	model_type	library_name	pipeline_tag	description	Hugging Face Link	Study Name	Abbreviation	Search Term
Eslam-Elsawy/New_Model_V3			9	0	safetensors, vision-encoder-decoder, region:us					https://huggingface.co/Eslam-Elsawy/New_Model_V3	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
elsayedissa/whisper-small-darija			9	0	transformers, tensorboard, safetensors, whisper, automatic-speech-recognition, generated_from_trainer, dataset:tachelhit_darija, base_model:openai/whisper-small, base_model:finetune:openai/whisper-small, license:apache-2.0, model-index, endpoints_compatible, region:us		transformers	automatic-speech-recognition		https://huggingface.co/elsayedissa/whisper-small-darija	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
elsayedissa/wav2vec2-timit			8	0	transformers, tensorboard, safetensors, wav2vec2, automatic-speech-recognition, endpoints_compatible, region:us		transformers	automatic-speech-recognition		https://huggingface.co/elsayedissa/wav2vec2-timit	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
ekludlily2007/elsa-hosk-lora			8	0	diffusers, text-to-image, lora, template:diffusion-lora, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:apache-2.0, region:us		diffusers	text-to-image		https://huggingface.co/ekludlily2007/elsa-hosk-lora	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
GAS17/elsalvo			7	0	diffusers, tensorboard, stable-diffusion-xl, stable-diffusion-xl-diffusers, text-to-image, lora, template:sd-lora, base_model:stabilityai/stable-diffusion-xl-base-1.0, base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0, license:openrail++, region:us		diffusers	text-to-image		https://huggingface.co/GAS17/elsalvo	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
Eslam-Elsawy/Last_Model_v2			7	0	safetensors, vision-encoder-decoder, region:us					https://huggingface.co/Eslam-Elsawy/Last_Model_v2	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
sami-elsaeyed11/wav2vec2-arabic			7	0	transformers, tensorboard, safetensors, wav2vec2, automatic-speech-recognition, arxiv:1910.09700, endpoints_compatible, region:us		transformers	automatic-speech-recognition		https://huggingface.co/sami-elsaeyed11/wav2vec2-arabic	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
elsayedissa/whisper-small-tachelhiyt			7	0	tensorboard, safetensors, whisper, region:us					https://huggingface.co/elsayedissa/whisper-small-tachelhiyt	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
saalde/elsa-small-v9			7	0	transformers, pytorch, llama, text-generation, unsloth, trl, sft, conversational, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/saalde/elsa-small-v9	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
elsamueldev/cats-dogs			6	0	tf-keras, tensorboard, region:us		tf-keras			https://huggingface.co/elsamueldev/cats-dogs	The English Longitudinal Study of Ageing	ELSA	"""ELSA"""
RichardErkhov/osunlp_-_AmpleGCG-llama2-sourced-llama2-7b-chat-gguf			233	0	gguf, arxiv:2410.22143, arxiv:2404.07921, endpoints_compatible, region:us					https://huggingface.co/RichardErkhov/osunlp_-_AmpleGCG-llama2-sourced-llama2-7b-chat-gguf	Amyloid Imaging for Phenotyping Lewy Body Dementia	AMPLE	"""AMPLE"""
ines05/finetuning-sentiment-model-3000-ample			47	0	transformers, tensorboard, safetensors, distilbert, text-classification, generated_from_trainer, base_model:distilbert/distilbert-base-uncased, base_model:finetune:distilbert/distilbert-base-uncased, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/ines05/finetuning-sentiment-model-3000-ample	Amyloid Imaging for Phenotyping Lewy Body Dementia	AMPLE	"""AMPLE"""
osunlp/AmpleGCG-llama2-sourced-llama2-7b-chat			13	4	transformers, safetensors, llama, text-generation, Safety, Adversarial Attack, en, arxiv:2410.22143, arxiv:2404.07921, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/osunlp/AmpleGCG-llama2-sourced-llama2-7b-chat	Amyloid Imaging for Phenotyping Lewy Body Dementia	AMPLE	"""AMPLE"""
osunlp/AmpleGCG-plus-llama2-sourced-vicuna-7b13b-guanaco-7b13b			13	0	transformers, safetensors, llama, text-generation, Safety, Adversarial Attack, en, arxiv:2410.22143, arxiv:2404.07921, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/osunlp/AmpleGCG-plus-llama2-sourced-vicuna-7b13b-guanaco-7b13b	Amyloid Imaging for Phenotyping Lewy Body Dementia	AMPLE	"""AMPLE"""
osunlp/AmpleGCG-plus-llama2-sourced-llama2-7b-chat			10	1	transformers, safetensors, llama, text-generation, Safety, Adversarial Attack, en, arxiv:2410.22143, arxiv:2404.07921, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/osunlp/AmpleGCG-plus-llama2-sourced-llama2-7b-chat	Amyloid Imaging for Phenotyping Lewy Body Dementia	AMPLE	"""AMPLE"""
Arthemix/finetuning-sentiment-model-3000-ample			7	0	transformers, tensorboard, safetensors, distilbert, text-classification, generated_from_trainer, base_model:distilbert/distilbert-base-uncased, base_model:finetune:distilbert/distilbert-base-uncased, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/Arthemix/finetuning-sentiment-model-3000-ample	Amyloid Imaging for Phenotyping Lewy Body Dementia	AMPLE	"""AMPLE"""
osunlp/AmpleGCG-llama2-sourced-vicuna-7b			6	1	transformers, safetensors, llama, text-generation, Safety, Adversarial Attack, en, arxiv:2410.22143, arxiv:2404.07921, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/osunlp/AmpleGCG-llama2-sourced-vicuna-7b	Amyloid Imaging for Phenotyping Lewy Body Dementia	AMPLE	"""AMPLE"""
AmpleAI/AmpleChat-3B-GGUF			6	1	gguf, open-source, sustainable, compact, private, en, license:apache-2.0, endpoints_compatible, region:us, conversational					https://huggingface.co/AmpleAI/AmpleChat-3B-GGUF	Amyloid Imaging for Phenotyping Lewy Body Dementia	AMPLE	"""AMPLE"""
osunlp/AmpleGCG-llama2-sourced-vicuna-7b13b-guanaco-7b13b			4	1	transformers, safetensors, llama, text-generation, Safety, Adversarial Attack, en, arxiv:2410.22143, arxiv:2404.07921, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/osunlp/AmpleGCG-llama2-sourced-vicuna-7b13b-guanaco-7b13b	Amyloid Imaging for Phenotyping Lewy Body Dementia	AMPLE	"""AMPLE"""
BHD/peft-starcoder-lora-a100			0	0	tensorboard, safetensors, region:us					https://huggingface.co/BHD/peft-starcoder-lora-a100	Brain Health Data Platform - Scotland	BHDP	"""BHDP"""
E205295/CPAD			0	0	peft, safetensors, arxiv:1910.09700, base_model:huggyllama/llama-7b, base_model:adapter:huggyllama/llama-7b, region:us		peft			https://huggingface.co/E205295/CPAD	Critical Path for AD Database	CPAD	"""CPAD"""
SmilingWolf/wd-vit-large-tagger-v3			276824	69	timm, onnx, safetensors, license:apache-2.0, region:us		timm			https://huggingface.co/SmilingWolf/wd-vit-large-tagger-v3	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingWolf/wd-eva02-large-tagger-v3			137932	124	timm, onnx, safetensors, license:apache-2.0, region:us		timm			https://huggingface.co/SmilingWolf/wd-eva02-large-tagger-v3	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingWolf/wd-vit-tagger-v3			56080	65	timm, onnx, safetensors, license:apache-2.0, region:us		timm			https://huggingface.co/SmilingWolf/wd-vit-tagger-v3	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
ibm-research/materials.smi-ted			16272	28	transformers, pytorch, SMI-TED, chemistry, foundation models, AI4Science, materials, molecules, safetensors, transformer, diffusers, feature-extraction, arxiv:2407.20267, doi:10.57967/hf/2778, license:apache-2.0, endpoints_compatible, region:us		transformers	feature-extraction		https://huggingface.co/ibm-research/materials.smi-ted	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
seyonec/PubChem10M_SMILES_BPE_450k			7850	10	transformers, pytorch, jax, roberta, fill-mask, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/seyonec/PubChem10M_SMILES_BPE_450k	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingWolf/wd-swinv2-tagger-v3			5576	70	timm, onnx, safetensors, license:apache-2.0, region:us		timm			https://huggingface.co/SmilingWolf/wd-swinv2-tagger-v3	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
smilegate-ai/kor_unsmile			5000	9	transformers, pytorch, bert, text-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/smilegate-ai/kor_unsmile	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
unikei/bert-base-smiles			4072	9	transformers, safetensors, bert, pretraining, biology, medical, fill-mask, dataset:ChEMBL, license:bigscience-openrail-m, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/unikei/bert-base-smiles	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
sminpark/ds-alpha-model-v0.1-merged			3285	0	transformers, pytorch, gpt_neox, text-generation, license:gpl-3.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/sminpark/ds-alpha-model-v0.1-merged	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
knowledgator/SMILES2IUPAC-canonical-base			1831	9	transformers, pytorch, mt5, text2text-generation, chemistry, biology, medical, smiles, iupac, text-generation-inference, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/knowledgator/SMILES2IUPAC-canonical-base	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
knowledgator/SMILES2IUPAC-canonical-small			1774	6	transformers, safetensors, mt5, text2text-generation, chemistry, biology, medical, smiles, iupac, text-generation-inference, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/knowledgator/SMILES2IUPAC-canonical-small	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
Smilyai-labs/Sam-flash-mini-v1			1473	1	transformers, safetensors, gpt2, text-generation, distilgpt2, smilyai, sam-flash, en, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/Smilyai-labs/Sam-flash-mini-v1	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
Smilyai-labs/Sam-large-v1-speacil			1470	0	transformers, safetensors, llama, text-generation, tinyllama, smilyai, sam-large, speacil, conversational, en, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, 4-bit, bitsandbytes, region:us		transformers	text-generation		https://huggingface.co/Smilyai-labs/Sam-large-v1-speacil	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingWolf/wd-v1-4-convnext-tagger-v2			1208	30	tf-keras, onnx, license:apache-2.0, region:us		tf-keras			https://huggingface.co/SmilingWolf/wd-v1-4-convnext-tagger-v2	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
pchanda/pretrained-smiles-pubchem10m			1140	1	transformers, pytorch, roberta, fill-mask, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/pchanda/pretrained-smiles-pubchem10m	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingWolf/wd-convnext-tagger-v3			1105	21	timm, onnx, safetensors, license:apache-2.0, region:us		timm			https://huggingface.co/SmilingWolf/wd-convnext-tagger-v3	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
seyonec/PubChem10M_SMILES_BPE_60k			1100	1	transformers, pytorch, jax, roberta, fill-mask, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/seyonec/PubChem10M_SMILES_BPE_60k	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
laituan245/molt5-large-smiles2caption			1000	3	transformers, pytorch, t5, text2text-generation, arxiv:2204.11817, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/laituan245/molt5-large-smiles2caption	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
seyonec/SMILES_tokenized_PubChem_shard00_160k			882	1	transformers, pytorch, jax, roberta, fill-mask, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/seyonec/SMILES_tokenized_PubChem_shard00_160k	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
seyonec/SMILES_BPE_PubChem_100k_shard00			765	0	transformers, pytorch, jax, roberta, fill-mask, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/seyonec/SMILES_BPE_PubChem_100k_shard00	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
seyonec/SMILES_tokenized_PubChem_shard00_50k			645	0	transformers, pytorch, jax, roberta, fill-mask, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/seyonec/SMILES_tokenized_PubChem_shard00_50k	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
bartowski/smirki_UIGEN-T1.1-Qwen-14B-GGUF			544	2	gguf, code, ui, generation, uigen, text-generation, en, dataset:smirki/UI_REASONING_v1.01, base_model:Tesslate/UIGEN-T1.1-Qwen-14B, base_model:quantized:Tesslate/UIGEN-T1.1-Qwen-14B, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational			text-generation		https://huggingface.co/bartowski/smirki_UIGEN-T1.1-Qwen-14B-GGUF	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
laituan245/molt5-base-smiles2caption			537	1	transformers, pytorch, t5, text2text-generation, arxiv:2204.11817, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/laituan245/molt5-base-smiles2caption	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingWolf/wd-v1-4-swinv2-tagger-v2			306	77	tf-keras, onnx, safetensors, license:apache-2.0, region:us		tf-keras			https://huggingface.co/SmilingWolf/wd-v1-4-swinv2-tagger-v2	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
knowledgator/SMILES-DeBERTa-base			208	4	transformers, pytorch, deberta-v2, fill-mask, chemistry, biology, medical, smiles, iupac, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/knowledgator/SMILES-DeBERTa-base	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
JuIm/SMILES_BERT			206	6	transformers, tensorboard, safetensors, roberta, fill-mask, generated_from_trainer, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/JuIm/SMILES_BERT	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
erax-ai/EraX-Smile-UnixSex-F5			167	13	text-to-speech, vietnamese, female, male, unisex, voice-cloning, vi, dataset:amphion/Emilia-Dataset, arxiv:2410.06885, base_model:SWivid/F5-TTS, base_model:finetune:SWivid/F5-TTS, doi:10.57967/hf/5170, license:cc-by-nc-4.0, region:us			text-to-speech		https://huggingface.co/erax-ai/EraX-Smile-UnixSex-F5	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
strangerzonehf/Flux-Smiley-Portrait-LoRA			156	7	diffusers, text-to-image, lora, template:diffusion-lora, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:creativeml-openrail-m, region:us		diffusers	text-to-image		https://huggingface.co/strangerzonehf/Flux-Smiley-Portrait-LoRA	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingWolf/wd-v1-4-convnextv2-tagger-v2			152	42	tf-keras, onnx, license:apache-2.0, region:us		tf-keras			https://huggingface.co/SmilingWolf/wd-v1-4-convnextv2-tagger-v2	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
FL-PoC/bart-smiles-AQSOL-seed-1			151	0	transformers, safetensors, bart, text-classification, arxiv:1910.09700, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/FL-PoC/bart-smiles-AQSOL-seed-1	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
uta-smile/instructcir_llava_phi35_clip224_lp			148	2	pytorch, instructcir_llava_phi35, image-text-to-text, conversational, arxiv:2412.05756, license:apache-2.0, region:us			image-text-to-text		https://huggingface.co/uta-smile/instructcir_llava_phi35_clip224_lp	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingWolf/wd-v1-4-moat-tagger-v2			143	93	tf-keras, onnx, arxiv:2210.01820, license:apache-2.0, region:us		tf-keras			https://huggingface.co/SmilingWolf/wd-v1-4-moat-tagger-v2	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
Smith42/astroPT_sparse			134	1	astroPT, astronomy, dataset:Smith42/galaxies, dataset:Smith42/galaxies_metadata, license:mit, region:us					https://huggingface.co/Smith42/astroPT_sparse	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
sseul2/bert-smishing-model2			130	0	transformers, safetensors, bert, text-classification, arxiv:1910.09700, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/sseul2/bert-smishing-model2	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
hkivancoral/smids_5x_beit_base_sgd_00001_fold5			122	0	transformers, pytorch, beit, image-classification, generated_from_trainer, dataset:imagefolder, base_model:microsoft/beit-base-patch16-224, base_model:finetune:microsoft/beit-base-patch16-224, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us		transformers	image-classification		https://huggingface.co/hkivancoral/smids_5x_beit_base_sgd_00001_fold5	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
Smilyai-labs/Sam-reason-A1			119	1	transformers, safetensors, qwen3, text-generation, smilyai-reasoning, smilyai, sam-reasoning, A series, A1, A, conversational, en, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/Smilyai-labs/Sam-reason-A1	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingWolf/wd-v1-4-vit-tagger-v2			118	57	tf-keras, onnx, license:apache-2.0, region:us		tf-keras			https://huggingface.co/SmilingWolf/wd-v1-4-vit-tagger-v2	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
mrm8488/chEMBL26_smiles_v2			112	0	transformers, pytorch, jax, roberta, fill-mask, drugs, chemist, drug design, smile, en, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/mrm8488/chEMBL26_smiles_v2	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
hkivancoral/smids_3x_beit_base_adamax_001_fold4			112	0	transformers, pytorch, beit, image-classification, generated_from_trainer, dataset:imagefolder, base_model:microsoft/beit-base-patch16-224, base_model:finetune:microsoft/beit-base-patch16-224, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us		transformers	image-classification		https://huggingface.co/hkivancoral/smids_3x_beit_base_adamax_001_fold4	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
ntnu-smil/whisper-large-v3-turbo-sandi-train-1-ex-transcript-32-merged			112	0	transformers, safetensors, whisper, automatic-speech-recognition, wft, audio, speech, generated_from_trainer, en, dataset:ntnu-smil/sandi2025-ds, base_model:openai/whisper-large-v3-turbo, base_model:finetune:openai/whisper-large-v3-turbo, license:mit, model-index, endpoints_compatible, region:us		transformers	automatic-speech-recognition		https://huggingface.co/ntnu-smil/whisper-large-v3-turbo-sandi-train-1-ex-transcript-32-merged	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
hkivancoral/smids_3x_deit_small_rms_0001_fold2			109	0	transformers, pytorch, vit, image-classification, generated_from_trainer, dataset:imagefolder, base_model:facebook/deit-small-patch16-224, base_model:finetune:facebook/deit-small-patch16-224, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us		transformers	image-classification		https://huggingface.co/hkivancoral/smids_3x_deit_small_rms_0001_fold2	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
Smith42/astroPT_v2.0			106	1	astroPT, astronomy, dataset:Smith42/galaxies, license:cc-by-sa-4.0, region:us					https://huggingface.co/Smith42/astroPT_v2.0	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
mradermacher/Modelsllama-2-7b-music-smidi-GGUF			103	1	transformers, gguf, en, base_model:fegounna/Modelsllama-2-7b-music-smidi, base_model:quantized:fegounna/Modelsllama-2-7b-music-smidi, endpoints_compatible, region:us		transformers			https://huggingface.co/mradermacher/Modelsllama-2-7b-music-smidi-GGUF	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
ntnu-smil/whisper-large-v3-sandi-train-dev-1-transcript			103	0	peft, tensorboard, safetensors, wft, whisper, automatic-speech-recognition, audio, speech, generated_from_trainer, en, dataset:ntnu-smil/sandi2025-ds, base_model:openai/whisper-large-v3, base_model:adapter:openai/whisper-large-v3, license:apache-2.0, model-index, region:us		peft	automatic-speech-recognition		https://huggingface.co/ntnu-smil/whisper-large-v3-sandi-train-dev-1-transcript	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
hkivancoral/smids_3x_deit_base_rms_001_fold1			99	0	transformers, pytorch, vit, image-classification, generated_from_trainer, dataset:imagefolder, base_model:facebook/deit-base-patch16-224, base_model:finetune:facebook/deit-base-patch16-224, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us		transformers	image-classification		https://huggingface.co/hkivancoral/smids_3x_deit_base_rms_001_fold1	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
hkivancoral/smids_5x_deit_tiny_rms_00001_fold5			99	0	transformers, pytorch, vit, image-classification, generated_from_trainer, dataset:imagefolder, base_model:facebook/deit-tiny-patch16-224, base_model:finetune:facebook/deit-tiny-patch16-224, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us		transformers	image-classification		https://huggingface.co/hkivancoral/smids_5x_deit_tiny_rms_00001_fold5	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
laituan245/molt5-small-smiles2caption			97	2	transformers, pytorch, t5, text2text-generation, arxiv:2204.11817, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/laituan245/molt5-small-smiles2caption	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
Kevin-M-Smith/vit_600_600_400			97	0	transformers, pytorch, vit, image-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	image-classification		https://huggingface.co/Kevin-M-Smith/vit_600_600_400	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
SmilingCheetah/dqn-SpaceInvadersNoFrameskip-v4			97	0	stable-baselines3, SpaceInvadersNoFrameskip-v4, deep-reinforcement-learning, reinforcement-learning, model-index, region:us		stable-baselines3	reinforcement-learning		https://huggingface.co/SmilingCheetah/dqn-SpaceInvadersNoFrameskip-v4	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
ntnu-smil/whisper-large-v3-turbo-sandi-train-1-ex-transcript-32-r128			97	0	peft, tensorboard, safetensors, wft, whisper, automatic-speech-recognition, audio, speech, generated_from_trainer, en, dataset:ntnu-smil/sandi2025-ds, base_model:openai/whisper-large-v3-turbo, base_model:adapter:openai/whisper-large-v3-turbo, license:mit, model-index, region:us		peft	automatic-speech-recognition		https://huggingface.co/ntnu-smil/whisper-large-v3-turbo-sandi-train-1-ex-transcript-32-r128	Scottish Medical Imaging Research Dataset	SMI	"""SMI"""
capston-team-5/finma-7b-4bit-quantized			1545	0	safetensors, llama, license:mit, 4-bit, bitsandbytes, region:us					https://huggingface.co/capston-team-5/finma-7b-4bit-quantized	The Caerphilly Prospective Study	CaPS	"""CaPS"""
mradermacher/Capstone-Model-GGUF			177	0	transformers, gguf, en, base_model:Alvino08/Capstone-Model, base_model:quantized:Alvino08/Capstone-Model, license:mit, endpoints_compatible, region:us		transformers			https://huggingface.co/mradermacher/Capstone-Model-GGUF	The Caerphilly Prospective Study	CaPS	"""CaPS"""
mradermacher/Capstone-Model-SumAI-GGUF			174	0	transformers, gguf, en, base_model:hanifahputri/Capstone-Model-SumAI, base_model:quantized:hanifahputri/Capstone-Model-SumAI, license:mit, endpoints_compatible, region:us		transformers			https://huggingface.co/mradermacher/Capstone-Model-SumAI-GGUF	The Caerphilly Prospective Study	CaPS	"""CaPS"""
hanifahputri/Capstone-Model-SumAI			152	0	safetensors, t5, license:mit, region:us					https://huggingface.co/hanifahputri/Capstone-Model-SumAI	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Zagiii/model_capstone			144	0	tf, bert, region:us					https://huggingface.co/Zagiii/model_capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
rajevan123/STS-conventional-Fine-Tuning-Capstone-roberta-base-filtered-275			84	0	transformers, tensorboard, safetensors, roberta, text-classification, generated_from_trainer, base_model:FacebookAI/roberta-base, base_model:finetune:FacebookAI/roberta-base, license:mit, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/rajevan123/STS-conventional-Fine-Tuning-Capstone-roberta-base-filtered-275	The Caerphilly Prospective Study	CaPS	"""CaPS"""
sharanya02/QnA_distilBERT_capstone			75	2	transformers, tf, distilbert, question-answering, endpoints_compatible, region:us		transformers	question-answering		https://huggingface.co/sharanya02/QnA_distilBERT_capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
dgambone/capstone_model			68	0	transformers, tensorboard, safetensors, distilbert, text-classification, generated_from_trainer, base_model:distilbert/distilbert-base-uncased, base_model:finetune:distilbert/distilbert-base-uncased, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dgambone/capstone_model	The Caerphilly Prospective Study	CaPS	"""CaPS"""
niyoj/kvasir-capsule-resnet18-luminal-as-outlier			67	0	safetensors, image-classification, model_hub_mixin, pytorch_model_hub_mixin, region:us			image-classification		https://huggingface.co/niyoj/kvasir-capsule-resnet18-luminal-as-outlier	The Caerphilly Prospective Study	CaPS	"""CaPS"""
BAAI/CapsFus-LLaMA			64	2	transformers, pytorch, llama, text-generation, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/BAAI/CapsFus-LLaMA	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Savinup21/capstone			53	0	keras, license:mit, region:us		keras			https://huggingface.co/Savinup21/capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Riverise/cap_sft_1kcop_1e-4			53	0	safetensors, mistral, region:us					https://huggingface.co/Riverise/cap_sft_1kcop_1e-4	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Kdogs/Capstone_SPORTS_BERT			50	0	transformers, pytorch, tensorboard, bert, question-answering, endpoints_compatible, region:us		transformers	question-answering		https://huggingface.co/Kdogs/Capstone_SPORTS_BERT	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Ephicho/NLP_Capstone			47	0	transformers, pytorch, bert, text-classification, generated_from_trainer, base_model:huawei-noah/TinyBERT_General_4L_312D, base_model:finetune:huawei-noah/TinyBERT_General_4L_312D, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/Ephicho/NLP_Capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
dgambone/capstone_model_small			47	0	transformers, tensorboard, safetensors, distilbert, text-classification, generated_from_trainer, base_model:distilbert/distilbert-base-uncased, base_model:finetune:distilbert/distilbert-base-uncased, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dgambone/capstone_model_small	The Caerphilly Prospective Study	CaPS	"""CaPS"""
