Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/sbkim324/software_engineering_DementiaPrevention_and_Care	sbkim324	sbkim324	JavaScript				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/KION126/kinect_wpf_PreventionofDementiaMemoryCardGame	KION126	KION126	C#				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/Reyes-0/Dementia-Wandering-Prevention-System	Reyes-0	Reyes-0	Python				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/idyooong/Wander-Prevention-for-Dementia	idyooong	idyooong	Python				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/shiverlog/raspberrypi-dementia-prevention-platform	shiverlog	shiverlog					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/gnnouoemh/MemoryPatronum	gnnouoemh	csmoon1010					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/lixiaoliuer1229/psd	lixiaoliuer1229	lixiaoliuer1229	Python				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/nithyaarun04/Preventia	nithyaarun04	nithyaarun04	HTML				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/dzhang676/BackOnTrack	dzhang676	atatmaja	Java				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/RJHarvest/android-cognitive-game	RJHarvest	RJHarvest; ImgBotApp	Java				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/hlfair/PDMOOC-Evaluation-Paper	hlfair	hlfair					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/Franchglobal2/The-Good-Fat-Omega-3-Fatty-Acids	Franchglobal2	Franchglobal2					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/arnohaase/simple-akka-downing	arnohaase	arnohaase; manuelkiessling	Scala				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/danielchristopher513/Brain_Stroke_Prediction_Using_Machine_Learning	danielchristopher513	danielchristopher513	Jupyter Notebook				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/nicholasjhenry/pockets-platform	nicholasjhenry	nicholasjhenry	Elixir				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/ethansinjin/buzzfeedkiller	ethansinjin	ethansinjin	JavaScript				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/bleenobtw/fivem-anticheat	bleenobtw	bleenobtw	Lua				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/manjunath5496/Brain-Image-Analysis-Papers	manjunath5496	manjunath5496					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/JegBaha/NeuraVeil-Brain-Tumor-Classification-System	JegBaha	JegBaha; Baris007; selinnyazici; yigitiht1	Jupyter Notebook				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/RachakondaSivaSaiAbhishek/Brain_Tumor_detection_v2	RachakondaSivaSaiAbhishek	RachakondaSivaSaiAbhishek	Jupyter Notebook				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/mehdi4027/Solar-Gold-smart-safe-	mehdi4027						
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/Franchglobal2/Top-5-New-Year-Resolutions-For-A-Healthy-Living	Franchglobal2	Franchglobal2					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/NeuroForLunch/brain_firewall	NeuroForLunch	NeuroForLunch					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/Bundele-Durwangsingh/Diagnosure	Bundele-Durwangsingh	Bundele-Durwangsingh; Komal-Nehete; Jiv02	CSS				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/AbinayaSri76/Team-Cerebro	AbinayaSri76	AbinayaSri76	Jupyter Notebook				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Franchglobal2	Franchglobal2					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Franchglobal2	Franchglobal2					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/ghkdqhrbals/stroke-prevention	ghkdqhrbals	ghkdqhrbals					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/jlortiz0/BrainCrashFix	jlortiz0	jlortiz0	Java				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/mannemsolutions/pgroute66	mannemsolutions	sebasmannem; dependabot[bot]	Go				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/MisterParker/Brainwave-Neurosky-drowziness-detection-python-for-preventing-accidents	MisterParker	MisterParker; akigugale	Python				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/alexakarpov/s3-logrotate	alexakarpov	alexakarpov	Python				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/dspscripts/DSP_support	dspscripts	dspscripts	Python				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/A3lequenne/brainrot_killer	A3lequenne	A3lequenne					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/GustavoSMelo/Brainrot-Vaccine	GustavoSMelo	GustavoSMelo	Vue				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/sergiulucaci/react-native-braintree-xplat	sergiulucaci	sergiulucaci	Objective-C				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/KcMeterCEC/common_code	KcMeterCEC	KcMeterCEC	C				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/JAAY2510/The-25-5-Brain-Break-Boost	JAAY2510	JAAY2510	JavaScript				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/Lincoln-Araujo/brainnest-calculator	Lincoln-Araujo	Lincoln-Araujo	JavaScript				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/ChriBB/smart-brain-api	ChriBB	ChriBB	JavaScript				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/Whopper5223/Brain-Tumor-Image-Classification	Whopper5223	Whopper5223	Python				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/MeropGont/Brain_Parcellation_Merger	MeropGont	MeropGont	MATLAB				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/tunchi-stuntin/smart-brain	tunchi-stuntin	tunchi-stuntin	JavaScript				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/fislarissa/MTL_PMC_longitudinal_rsFC	fislarissa	fislarissa	R				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/sandsbit/RSWrest	sandsbit	sandsbit					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/marytessjoseph/-Brain-Wave-Technology-in-vehicles	marytessjoseph	marytessjoseph					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/MrRishabhX/ToDoList	MrRishabhX	MrRishabhX	JavaScript				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/TorqueAyurvedic/Applying-badam-Rogan-oil-for-hair-	TorqueAyurvedic	TorqueAyurvedic					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/AhmetDikbayir/Convolutional-Neural-Network-with-Functional-API	AhmetDikbayir	AhmetDikbayir	Jupyter Notebook				
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/lifestyleherb/Healthiest-herbs-Ginger	lifestyleherb	lifestyleherb					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/HirenKester/The-Lost-Lab	HirenKester	HirenKester					
PREVENT Dementia Programme	PREVENT	Dementia prevention; At-risk individuals; Normal Controls	https://github.com/kaverig/Super-Natural-Essential-Oils-To-Embrace-Holistic-Beauty-Wellness-	kaverig	kaverig					
Solanezumab EXPEDITION Program	EXPEDITION	Mild to Moderate Alzheimer's Disease	https://github.com/Dot-H/brain-visit	Dot-H	Dot-H	TypeScript				
The English Longitudinal Study of Ageing	ELSA	Aging; Dementia; Multiple age-related conditions	https://github.com/sahmadiabhari/dementia_trends_ELSA	sahmadiabhari	sahmadiabhari	Stata				
The English Longitudinal Study of Ageing	ELSA	Aging; Dementia; Multiple age-related conditions	https://github.com/jgong94/ELSA_proteomics_dementia	jgong94	jgong94	R				
The English Longitudinal Study of Ageing	ELSA	Aging; Dementia; Multiple age-related conditions	https://github.com/johanms/elsa	johanms	johanms	JavaScript				
Whitehall II Study	Whitehall-II	Cognitive Decline; Dementia; Cardiovascular Disease; Aging	https://github.com/dariajensen/DietWHRConnectivity	dariajensen	dariajensen	R				
Alzheimer's Disease and Healthy Aging Data	ADHAD	Alzheimer's Disease; Healthy Aging	https://github.com/johnery19/Alzheimer_Disease_Analysis	johnery19	johnery19					
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/rgs212/Meta-analysis-Smith	rgs212	rgs212	R				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/rishi2002/Molecular_activity_prediction_using_smiles	rishi2002	rishi2002	Jupyter Notebook				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/vzachari/IronSmithQSM	vzachari	vzachari	Shell				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/MangoWAY/SMIBID_BrainRegistration	MangoWAY	MangoWAY	Python				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/sonjiwoo031105/SmileSmile	sonjiwoo031105	sonjiwoo031105; alsals126	C#				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/thepok/BrainSmith	thepok	thepok	Python				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/Entropicsky/SmiteGodBrainstorm	Entropicsky	Entropicsky	Python				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/krzylesniewski/brainsSmileGame	krzylesniewski	krzylesniewski	JavaScript				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/BonaDenyS/smith-brain	BonaDenyS		JavaScript				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/mbpfws/sentient-brain-smithery	mbpfws	mbpfws	Python				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/zjor/smile-hunter	zjor	zjor	TypeScript				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/stuhelgeson/smidi-system	stuhelgeson	stuhelgeson	C				
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/smimrankhan/smimrankhan-AI-Blog-Idea-Brainstormer	smimrankhan	smimrankhan	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-ANALYSIS	infomindgithub	infomindgithub	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/tamap94/ds-capstone-alzheimers-	tamap94	ValleSoYeah; tamap94; deneick; leo92ra	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/MASILab/Capstone_WhiteMatterML	MASILab	ok-tsar	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/bstephan-smu/spring-2021-capstone	bstephan-smu	DustinBracy; bstephan-smu; urbandj; 7446Nguyen	HTML				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/denise-remhof/Data-Science-Alzheimers-Capstone	denise-remhof	denise-remhof	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/mrinal18/Alzheimer-Prediction-CapsNets	mrinal18	mrinal18	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/jvgalvin/capstone	jvgalvin	landmund; jvgalvin; paul590; iamick	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-PROPOSAL	infomindgithub	infomindgithub	HTML				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/MarkUchendu/Alzheimer_Capstone	MarkUchendu	MarkUchendu	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/rohanchidrewar05/smart_cap	rohanchidrewar05	rohanchidrewar05	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ClaeymanDamien/Alzheimer-Center-Manager	ClaeymanDamien	ClaeymanDamien	PHP				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/adrianadu/capstone_Alzheimer	adrianadu	adrianadu	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Kur1su0/Efficient-CapsNet-for-Alzheimer-Disease-Classification	Kur1su0	Kur1su0					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/pcsingh812/Alzheimer_Diagnosis_Capstone	pcsingh812	pcsingh812	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/nazirxz/capstone-project-alzheimer	nazirxz	nazirxz; gmichaelll; nicolaswonoadi	Kotlin				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/aryanm5/cosmos-capstone	aryanm5	aryanm5; johnivanov04	HTML				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/mmimet/GBC-capstone-Alzheimer-Brain-Tumor	mmimet	mmimet	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/kristinslevine/Capstone-Group4-Kristin-Levine	kristinslevine	kristinslevine	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/kavlabs/capsule-network-for-the-classification-of-mri-images-into-alzheimer-s-and-parkinson-s	kavlabs	kavlabs	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/grahamheather/CS4970W-Capstone	grahamheather	MasonFlint44; grahamheather; meyerben	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Lycoris-Rad/Capstone_2-Predicting-the-Progression-of-Parkinson-s-Disease-	Lycoris-Rad	Lycoris-Rad	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/cafesmire/capstone_parkinsons	cafesmire	cafesmire	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/deands1073/Parkinson-s-Capstone	deands1073	deands1073					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/jayant1818/Capstone-Project-Group-91--Designing-an-appsuite-for-early-detection-of-Parkinson-s-disease	jayant1818	jayant1818	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/RameesaNasrin/Capstone-Project_-Prediction-of-Unified-Parkinson-s-Disease-Rating-Scale-UPDRS-with-voice-measures-	RameesaNasrin	RameesaNasrin	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/royc0003/PEAR-NTU-Capstone-Project	royc0003	royc0003					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/michelpf/mldn-capstone-dementia-prediction	michelpf	michelpf	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/tgrey2024/capstone	tgrey2024	tgrey2024	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/CarlosC27/Aegeliss-Capstone-Project	CarlosC27	CarlosC27					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/rprokap/pset-9	rprokap	rprokap	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/danderfer/Comp_Sci_Sem_2	danderfer	danderfer	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/CAPRDZV/Capsulepaper	CAPRDZV	cymqqqq					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/changspencer/Tumor-CapsNet	changspencer	changspencer; CameronFredrickson; jakep11	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/PrasoonPratham/brainrot-lang	PrasoonPratham	PrasoonPratham	C++				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ericabusch/tphate_analysis_capsule	ericabusch	ericabusch	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/RlphChrs/CAPSTONE_SASS_Chatbot_Backend	RlphChrs	RlphChrs	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/SSShawnJ/Capstone-Brainwave_Controller	SSShawnJ	SSShawnJ; JieJeanL; LAwRenCEKK	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/thingkilia2507/Brain_BangkitCapstoneProject	thingkilia2507	thingkilia2507; philipalexander01; celine-setyawan; millerama17; jefriismail; nandosultan258	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/salsbeas/BrainStationCapstone	salsbeas	salsbeas	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/AryaPatel1111/Brain-Tumor-CapsNet	AryaPatel1111	AryaPatel1111	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/PeZeqo/capstone_pokemon_bci	PeZeqo	PeZeqo; salzaabi; zeleznikm1	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/sabrinatg02/g17-capstone-BrainViewAI	sabrinatg02	acsontfd; OctoberOneShow; sabrinatg02	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/alperensert/capsolver_python	alperensert	alperensert; chaarlottte	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/EddieAmaitum/BrainStation_capstone_project	EddieAmaitum	EddieAmaitum	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/BobSheehan23/MacroAndMarkets-BrainStationCapstone	BobSheehan23	BobSheehan23	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/zairdon20/Last-capstone	zairdon20	zairdon20	CSS				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/danielseanlogan/brainstation_capstone	danielseanlogan	danielseanlogan	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/matthewjung04/brainstation-capstone	matthewjung04	matthewjung04	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/matthewjung04/brainstation-capstone-backend	matthewjung04	matthewjung04	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/NacMed94/Capstone-project-Brainstation	NacMed94	NacMed94	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/alexmihalache/Football-Analytics-Capstone---BrainStation-Final-Project	alexmihalache	alexmihalache	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/kanchitank/AWS-MLE-Nanodegree-Capstone	kanchitank	kanchitank	HTML				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/aylesse/Drug_Target_Discovery_Capstone	aylesse	aylesse	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/liaojdl/Unimelb_2019_Capstone_A_virtual_reality_based_brain_machine_interface_development	liaojdl	liaojdl	MATLAB				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/aduk4u/Multi-Lane-Atrous-Feature-Fusion-Capsule-Network-with-CLAHE	aduk4u	aduk4u	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Hadrien-Cornier/Maxtrix_Capsules_with_EM_routing	Hadrien-Cornier	Hadrien-Cornier					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/mccoolgrime/BrainStationCapstone	mccoolgrime	mccoolgrime	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/elashakeri/BrainStation-Capstone-project	elashakeri	elashakeri	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/dariiavas/Capstone-Project-BrainStation	dariiavas		Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/saikrishnadandamudi/BrainStation-Capstone-Project	saikrishnadandamudi	saikrishnadandamudi	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/rtherego/BrainStation-Capstone-Project	rtherego	rtherego	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/DiogocViana/BrainStation-Capstone-Project	DiogocViana	DiogocViana	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/JDanielV/capstone-brainstation	JDanielV	JDanielV	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/anthonynamnam/brainstation_capstone	anthonynamnam	anthonynamnam	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/elsajun/Sentiment-Analysis-BrainStation-Capstone	elsajun	elsajun	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/lauraansari/brainstation_capstone	lauraansari	lauraansari	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Be-bo/brainstation-capstone	Be-bo	Be-bo	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/julie1/Capstone-Project-Deep-Learning-Analysis-of-Brain-Pathologies	julie1	julie1	HTML				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/BeninASolomon/EfficientCapsNet-BrainTumorClassificatio	BeninASolomon	BeninASolomon	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/griegner/capstone-mvp	griegner	griegner	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Be-bo/brainstation-capstone-server	Be-bo	Be-bo	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/AsiehH/FourthBrain-capstone	AsiehH	jenningst; AsiehH; wolfgangjblack	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/FejiroObor/brainstation-capstone-project	FejiroObor	FejiroObor	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/MrRobotical/brainstation-capstone-public	MrRobotical	MrRobotical					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/evmiguel/covid-brainstation-capstone	evmiguel	evmiguel	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/vanislekahuna/klima-brainstation-capstone	vanislekahuna	vanislekahuna	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Raihan1431/Capstone-400	Raihan1431	Raihan1431	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Arcadia-Science/2023-mine-capsids-in-brain-seq	Arcadia-Science	taylorreiter	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/alan-fleck/Brainstation-Data-Science-Capstone-Project	alan-fleck	alan-fleck	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/saijo001/AIGuild-Capstone-10-Brain_Tumor_Detection	saijo001	saijo001	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/mzakariah/Hybrid-Feature-Pyramid-Attention-and-Capsule-Network-FPANet-CAPSNet-for-Brain-Tumor-Segmentation	mzakariah	mzakariah	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/RickSanchezStoic/Brain-Tumor-Detection-Multilevel-Wavelet-CNN-and-Capsule	RickSanchezStoic		Jupyter Notebook				
