Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/Entropicsky/SmiteGodBrainstorm	Entropicsky	Entropicsky	Python	"NO - This appears to be a repository related to the video game SMITE (a multiplayer online battle arena game) rather than biomedical research, based on the repository name ""SmiteGodBrainstorm."""	Not specified - The repository title suggests it may be related to brainstorming or concept development for SMITE game characters/gods, but without access to the actual repository contents, I cannot provide specific details about code functionality or features.	Not specified - Unable to determine data types from the limited repository information provided.	Not specified - Unable to determine tools, frameworks or technologies from the limited repository information provided. Note: The repository URL exists but only minimal information is visible in the provided content. A more detailed analysis would require access to the actual repository contents, README files, and code base.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/krzylesniewski/brainsSmileGame	krzylesniewski	krzylesniewski	JavaScript	"NO - Based on the repository name ""brainsSmileGame"", this appears to be a game-related project rather than a biomedical research tool, though without more repository content, this is a preliminary assessment."	Not specified - The repository information provided is too limited to determine the specific functionality and purpose of the code. While the name suggests it may be some type of game involving brains and smiles, I cannot make definitive claims about its features or implementation without access to the actual code base.	Not specified - Without access to the repository contents, I cannot determine what types of data are used or stored in this project.	Not specified - The technical stack, frameworks, and tools used in this project cannot be determined from the limited information provided. Note: To provide a more accurate and detailed analysis, I would need access to more repository content, including the README file, source code, documentation, and project structure.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/BonaDenyS/smith-brain	BonaDenyS		JavaScript	"Not specified - While the repository name contains ""brain"" which suggests potential neuroscience relevance, there is insufficient information to make a definitive determination."	Not specified - The repository URL is provided but the actual contents and purpose cannot be accessed or analyzed from the given information.	Not specified - No information about data types or formats is available in the provided repository details.	Not specified - No information about tools, frameworks or technologies is available in the provided repository details. Note: To provide a thorough analysis, I would need access to: - Repository README file - Code files and directory structure - Documentation - Dependencies list - Issues and pull requests - Other repository metadata The current information only shows a repository URL and a partial notification status message, which is insufficient for meaningful analysis.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/mbpfws/sentient-brain-smithery	mbpfws	mbpfws	Python	"Not specified - While the repository name contains ""brain,"" there is insufficient information to determine if this is actually related to biomedical research."	Not specified - The provided repository information only shows a notification status message and does not contain actual code or project description details.	Not specified - No data types or formats are visible in the provided repository information.	Not specified - No tools, frameworks or technologies are mentioned in the provided repository information. Note: To provide a meaningful analysis, I would need access to more repository content, including README files, code files, documentation, and project structure. The current information is too limited to make any substantive determinations about the repository's purpose or contents.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/zjor/smile-hunter	zjor	zjor	TypeScript	"NO - Based on the repository name ""smile-hunter"", this appears to be related to facial detection/recognition rather than biomedical research or healthcare applications."	Not specified - The provided repository information is insufficient to determine the specific functionality and purpose of the code. While the name suggests it may be related to smile detection or facial expression analysis, I cannot make definitive claims without access to the actual repository contents.	Not specified - Unable to determine data types from the limited information provided.	Not specified - Unable to determine tools and technologies from the limited information provided. Note: To provide a more accurate and detailed analysis, I would need access to additional repository information such as the README file, source code, documentation, and dependency files.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/stuhelgeson/smidi-system	stuhelgeson	stuhelgeson	C	Not specified - Cannot determine biomedical relevance without access to repository contents.	Not specified - Repository contents not accessible for analysis.	Not specified - Cannot determine data types without access to repository contents.	Not specified - Cannot determine tools and technologies without access to repository contents. Note: To provide a proper analysis, I would need access to the actual repository contents including the README, source code files, documentation, and other repository artifacts. The URL alone with limited stats is not sufficient to make meaningful determinations about the repository's purpose, relevance, or technical details.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/smimrankhan/smimrankhan-AI-Blog-Idea-Brainstormer	smimrankhan	smimrankhan	Python	NO - Based on the repository name, this appears to be an AI blog idea generation tool rather than biomedical research.	Not specified - The repository information provided is too limited to determine the code's purpose and functionality. The name suggests it may be a tool for generating blog post ideas using AI, but without access to the actual code or documentation, I cannot provide a detailed summary.	Not specified - The repository information provided does not contain details about data types or formats used.	Not specified - The repository information provided does not contain details about tools, frameworks or technologies used. Note: To provide a more accurate and detailed analysis, I would need access to the repository's actual contents, including code files, documentation, and README information. The current information is insufficient for a comprehensive analysis.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-ANALYSIS	infomindgithub	infomindgithub	Jupyter Notebook	YES - This repository is directly focused on biomedical research, specifically analyzing MRI data and clinical measurements to diagnose dementia and Alzheimer's Disease using machine learning approaches.	This repository contains a machine learning capstone project focused on analyzing clinical and demographic data from MRI tests to diagnose dementia. The project implements classification models to predict dementia status with approximately 87% accuracy without requiring direct MRI image interpretation. The work involves data cleaning, binary classification modeling, and comparison of different machine learning algorithms, with Gradient Boosting and Random Forest methods emerging as the most effective approaches. The project achieved better accuracy (87%) than a neural network benchmark (78%), demonstrating potential clinical utility for early dementia screening.	- Clinical assessment data from OASIS database - Demographic data from study participants - Brain-derived anatomic measurements from MRI - CDR (Clinical Dementia Rating) labels for classification - Combined cross-sectional and longitudinal datasets Source: OASIS brain database (http://www.oasis-brains.org/) Note: MRI imaging data was explicitly not used in this analysis	- Gradient Boosting algorithms - Random Forest classifiers - Neural Networks (used as benchmark) - K-fold cross-validation methodology Additional specific packages and frameworks are not explicitly mentioned in the provided repository information.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/tamap94/ds-capstone-alzheimers-	tamap94	ValleSoYeah; tamap94; deneick; leo92ra	Jupyter Notebook	"YES - The repository title ""ds-capstone-alzheimers"" clearly indicates it's related to Alzheimer's disease research, which is a key area of neuroscience and medical research."	This appears to be a data science capstone project focused on Alzheimer's disease analysis. The use of Jupyter Notebook as the primary language suggests it contains data analysis, visualization, and possibly machine learning models related to Alzheimer's research. However, without access to the actual notebook contents, I cannot provide specific details about the implemented analyses or methodologies.	Not specified - While the repository likely contains medical or clinical data related to Alzheimer's disease, the specific data types, formats, and sources cannot be determined from the available repository metadata.	- Jupyter Notebook (primary development environment) Additional tools and packages cannot be specified without access to the repository contents or requirements files. Note: This analysis is limited by the minimal repository information provided. A more detailed analysis would require access to the actual repository contents, documentation, and code files.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/MASILab/Capstone_WhiteMatterML	MASILab	ok-tsar	Jupyter Notebook	"YES - The repository name ""WhiteMatterML"" strongly suggests this is related to white matter analysis in the brain using machine learning, which falls under neuroscience and biomedical research."	Not specified - While the repository name suggests it's likely a machine learning project focused on white matter analysis in neuroimaging, I cannot make specific claims about the code's functionality without access to the actual repository contents.	Not specified - Though the name suggests neuroimaging data involving white matter might be used, I cannot confirm specific data types without repository content access.	"Not specified - While the ""ML"" in the name suggests machine learning tools are used, I cannot specify which frameworks or technologies without access to the repository contents. Note: To provide a more detailed and accurate analysis, I would need access to the repository's contents, including code files, documentation, and dependency information."
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/bstephan-smu/spring-2021-capstone	bstephan-smu	DustinBracy; bstephan-smu; urbandj; 7446Nguyen	HTML	Not specified - Unable to determine biomedical relevance from the available repository information.	Not specified - The repository name indicates this is a Spring 2021 capstone project, but without access to the actual code or documentation, I cannot determine its specific purpose or functionality.	Not specified - Cannot determine data types from the limited repository information provided.	Not specified - The repository name suggests it may be a Spring-based project (Java framework) but without access to the actual codebase, I cannot confirm the specific tools and technologies used. Note: To provide a more detailed analysis, I would need access to: - README files - Source code - Documentation - Project structure - Dependencies/requirements files - Issue trackers - Other repository metadata
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/denise-remhof/Data-Science-Alzheimers-Capstone	denise-remhof	denise-remhof	Jupyter Notebook	"YES - The repository title explicitly mentions ""Alzheimers"" and appears to be a data science capstone project focused on Alzheimer's disease research."	Not specified - While the repository appears to be a data science capstone project related to Alzheimer's disease, without access to the actual repository contents, I cannot provide details about the code's specific functionality or features.	Not specified - Without access to the repository contents, I cannot determine the specific data types, formats, or sources used in this project.	Not specified - The actual tools and technologies used cannot be determined from the limited information provided. Note: To provide a more detailed and accurate analysis, I would need access to the repository's contents, including code files, documentation, and data descriptions. The current analysis is based solely on the repository name and URL.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/mrinal18/Alzheimer-Prediction-CapsNets	mrinal18	mrinal18	Python	YES - The repository name clearly indicates it's focused on Alzheimer's disease prediction using Capsule Networks (CapsNets), which is directly related to neuroscience and medical diagnostics.	Not specified - While the repository title suggests it contains code for Alzheimer's disease prediction using Capsule Networks, I cannot access the actual code content to provide a detailed summary of its functionality and features.	Not specified - Without access to the repository contents, I cannot determine the specific data types, formats, or sources used in the implementation.	Not specified - The repository name mentions CapsNets (Capsule Networks) as the primary machine learning architecture, but without access to the code files, I cannot provide a complete list of tools, packages, or frameworks used. Note: To provide a more detailed and accurate analysis, I would need access to the actual contents of the repository, including source code, documentation, and data descriptions.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/jvgalvin/capstone	jvgalvin	landmund; jvgalvin; paul590; iamick	Jupyter Notebook	Not specified - Unable to determine biomedical relevance without access to repository contents.	Not specified - Cannot access repository contents to analyze code purpose and functionality.	Not specified - Unable to determine data types without access to repository contents.	Not specified - Cannot identify tools and technologies without access to repository contents. Note: To provide a detailed analysis, I would need access to the repository's contents, including README files, code files, documentation, and other repository metadata. The current URL/information provided does not contain enough detail for meaningful analysis.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-PROPOSAL	infomindgithub	infomindgithub	HTML	Not specified - Cannot determine biomedical relevance without access to repository contents.	Not specified - The repository appears to be a capstone project proposal for a Machine Learning Engineer Nanodegree program, but without access to the actual contents, I cannot provide details about its purpose or functionality.	Not specified - Cannot determine data types without access to repository contents.	Not specified - Cannot determine tools and technologies without access to repository contents. Note: To provide an accurate analysis, I would need access to the actual repository contents, including README files, code files, documentation, and other repository materials. The current URL only shows limited repository information without revealing the actual content.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/MarkUchendu/Alzheimer_Capstone	MarkUchendu	MarkUchendu	Jupyter Notebook	"YES - The repository name ""Alzheimer_Capstone"" clearly indicates this is related to Alzheimer's disease research, which falls under both neuroscience and medical research domains."	Not specified - While the repository title suggests it's a capstone project related to Alzheimer's disease, no specific code or functionality details are available in the provided information.	Not specified - The repository information provided does not contain details about data types, formats, or sources used.	Not specified - No information about tools, frameworks, or technologies is available in the provided repository information. Note: To provide a more complete and accurate analysis, I would need access to more repository information, including README files, code files, documentation, and other repository contents. The current analysis is based solely on the repository name and minimal information provided.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/rohanchidrewar05/smart_cap	rohanchidrewar05	rohanchidrewar05	Jupyter Notebook	Not specified - Cannot determine biomedical relevance without access to repository contents.	Not specified - Repository contents are not accessible or visible.	Not specified - Cannot determine data types without access to repository contents.	Not specified - Cannot determine tools and technologies without access to repository contents. To provide an accurate analysis, please ensure: 1. The repository URL is correct 2. The repository is public 3. You have sufficient permissions to access the repository 4. You provide more detailed information about the repository contents
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ClaeymanDamien/Alzheimer-Center-Manager	ClaeymanDamien	ClaeymanDamien	PHP	"YES - The repository name ""Alzheimer-Center-Manager"" suggests it is related to healthcare management specifically for Alzheimer's disease treatment centers."	Not specified - While the repository name suggests it may be a management system for Alzheimer's centers, I cannot access the actual code content to provide details about its functionality and features.	Not specified - Without access to the repository contents, I cannot determine what types of data are being used or stored.	Not specified - The technological stack and tools used in this project cannot be determined from the limited information provided. Note: To provide a more complete and accurate analysis, I would need access to the actual repository contents, including the code, documentation, and dependency information.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/adrianadu/capstone_Alzheimer	adrianadu	adrianadu	Jupyter Notebook	"YES - The repository name includes ""Alzheimer"" which suggests it is related to Alzheimer's disease research, but more details would be needed to confirm the exact biomedical focus."	Not specified - Unable to determine code functionality from the limited repository information provided. While the name suggests it may be a capstone project related to Alzheimer's research, the actual code contents and purpose cannot be verified.	Not specified - Cannot determine data types without access to repository contents and documentation.	Not specified - Unable to identify specific tools or technologies without access to repository contents. Note: To provide a more detailed and accurate analysis, I would need access to: - Repository README file - Code files and structure - Documentation - Dependencies and requirements files - Project description and metadata
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Kur1su0/Efficient-CapsNet-for-Alzheimer-Disease-Classification	Kur1su0	Kur1su0		YES - This repository appears to be focused on Alzheimer's Disease classification using CapsNet (Capsule Neural Networks), which is directly related to medical diagnostics and neuroscience research.	This repository appears to implement an efficient version of CapsNet (Capsule Neural Network) specifically for Alzheimer's Disease classification. CapsNet is a neural network architecture that's particularly useful for maintaining spatial relationships in image data. The repository seems to focus on making this architecture more efficient for medical image analysis in the context of Alzheimer's Disease diagnosis.	Not specified - From the repository name alone, it likely involves medical imaging data related to Alzheimer's Disease (possibly MRI or brain scans), but without access to the full repository contents, I cannot specify the exact data types or formats used.	Not specified - While this likely involves deep learning frameworks given it's implementing CapsNet, without access to the full repository contents, I cannot definitively list the specific tools, packages, or frameworks used. Note: The analysis is limited because the repository information provided is incomplete. A more detailed analysis would require access to the full repository contents, including code files, documentation, and dependency specifications.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/pcsingh812/Alzheimer_Diagnosis_Capstone	pcsingh812	pcsingh812	Jupyter Notebook	YES - The repository name indicates it is focused on Alzheimer's disease diagnosis, which is directly related to neuroscience and medical applications.	Not specified - While the repository name suggests it's a capstone project related to Alzheimer's diagnosis, without access to the actual code or documentation, I cannot provide specific details about its functionality and features.	Not specified - Without access to the repository contents, I cannot determine the specific data types, formats, or sources used in this project.	Not specified - Without access to the repository contents, I cannot identify the specific tools, packages, or frameworks used in this project. Note: To provide a more detailed and accurate analysis, I would need access to the repository's contents, including code files, documentation, and dependency information.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/nazirxz/capstone-project-alzheimer	nazirxz	nazirxz; gmichaelll; nicolaswonoadi	Kotlin	YES - This repository is directly related to healthcare, specifically focusing on Alzheimer's disease patient care through a mobile application called CAREZHEIMER. The project aims to address challenges in caring for Alzheimer's patients and support caregivers.	This repository contains code for a mobile application designed to assist Alzheimer's disease patients and their caregivers. The project integrates machine learning (collaborative filtering), mobile development, and cloud computing components. The application includes features such as patient tracking, caregiver support, task management, and QR code-based identification. The machine learning component appears to provide recommendations (likely for care routines or tasks), while the mobile app offers a user interface for daily care management. The system uses Firebase for data storage and Google Cloud Platform for backend services. The project addresses a significant healthcare challenge, with projections showing increasing Alzheimer's cases in Indonesia from 1 million (2013) to an expected 4 million by 2050.	- Patient and caretaker information (stored in Firestore database) - Task management data - User profile pictures (stored in Firebase Storage) - Machine learning dataset (custom created for demo purposes) - QR code data - Location data (for Maps API integration) Specific data formats are not explicitly mentioned in the repository information.	1. Development Frameworks & Languages: - Kotlin for Android development - Android Studio - TensorFlow Lite for machine learning - Bootstrap for web development 2. Cloud Services: - Google Cloud Platform - Firebase (Firestore, Storage, ML) - Maps API 3. Libraries & Dependencies: - Room (local database) - Glide (image loading) - Code Scanner - QRGenerator 4. Design Tools: - Figma for UI/UX design 5. Machine Learning: - TensorFlow for collaborative filtering - Model conversion to TFLite
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/aryanm5/cosmos-capstone	aryanm5	aryanm5; johnivanov04	HTML	Not specified - Cannot determine biomedical relevance without access to repository contents.	Not specified - Repository contents are not accessible for analysis.	Not specified - Cannot determine data types without access to repository contents.	Not specified - Cannot identify tools and technologies without access to repository contents. To provide a meaningful analysis, I would need access to: - Repository README file - Source code files - Documentation - Dependencies and requirements files - Project structure and organization - Issue tracker and pull requests (if any) Please provide additional repository information or ensure the repository URL is accessible for a complete analysis.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/mmimet/GBC-capstone-Alzheimer-Brain-Tumor	mmimet	mmimet	Jupyter Notebook	YES - The repository title explicitly mentions Alzheimer's and Brain Tumor research, indicating it is related to neuroscience and medical research.	Not specified - While the repository appears to be a capstone project related to Alzheimer's and brain tumor research, the specific functionality and features cannot be determined from the limited information provided.	Not specified - Without access to the repository contents, I cannot determine the specific data types, formats, or sources used.	Not specified - The technical tools, frameworks, and technologies used in this project cannot be determined from the limited repository information provided. Note: To provide a more complete and accurate analysis, I would need access to the actual repository contents, including code files, documentation, and dependency information.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/kristinslevine/Capstone-Group4-Kristin-Levine	kristinslevine	kristinslevine	Jupyter Notebook	Not specified - The repository URL alone does not provide enough information to determine if it has biomedical relevance.	Not specified - Without access to the repository contents, readme files, or code, I cannot determine the purpose and functionality of this repository.	Not specified - No information about data types or formats is available from the provided repository information.	Not specified - Without access to the repository contents or dependency files, I cannot determine what tools or technologies are used. Note: The only information provided is a repository URL and a partial stat about star notifications. To provide a meaningful analysis, I would need access to: - Repository README - Source code files - Documentation - Package dependencies - Data files or schemas - Issue tracker content - Other repository metadata
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/kavlabs/capsule-network-for-the-classification-of-mri-images-into-alzheimer-s-and-parkinson-s	kavlabs	kavlabs	Python	YES - This repository is directly related to medical imaging and neurodegenerative disease diagnosis, specifically focusing on the classification of MRI images for Alzheimer's and Parkinson's diseases using capsule networks.	This repository implements a capsule network architecture specifically designed for analyzing and classifying brain MRI images to detect Alzheimer's and Parkinson's diseases. The code is structured around three main Python files: caps.py (main capsule network implementation), capsulelayers.py (defining the capsule layer architecture), and utils.py (utility functions). The implementation uses capsule networks, which are an advanced neural network architecture that better preserves spatial relationships in images compared to traditional CNNs, making them particularly suitable for medical image analysis. The goal appears to be creating a more accurate diagnostic tool for neurodegenerative diseases through automated image classification.	- MRI (Magnetic Resonance Imaging) images of the brain - Specific file formats and data sources are not directly specified in the repository information - Based on the context, likely involves labeled image datasets for both Alzheimer's and Parkinson's disease cases Detailed dataset specifications, formats, and sources are not explicitly mentioned in the provided repository information.	Based on the file structure and naming conventions, the repository likely uses: - Python as the primary programming language - Deep learning frameworks (specific framework not visible in provided info) - Capsule Networks as the main neural network architecture - Custom layer implementations (evident from capsulelayers.py) More specific details about dependencies, frameworks, and requirements are not visible in the provided repository information.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/grahamheather/CS4970W-Capstone	grahamheather	MasonFlint44; grahamheather; meyerben	Python	Not specified - Cannot determine biomedical relevance without access to repository contents.	Not specified - Repository appears to be a capstone project but specific functionality and purpose cannot be determined without access to code and documentation.	Not specified	Not specified To provide a meaningful analysis, I would need access to: - Repository README file - Source code files - Documentation - Dependencies and requirements files - Project description or documentation
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Lycoris-Rad/Capstone_2-Predicting-the-Progression-of-Parkinson-s-Disease-	Lycoris-Rad	Lycoris-Rad	Jupyter Notebook	YES - The repository title explicitly mentions Parkinson's Disease prediction, which is a neurological medical condition. This clearly indicates biomedical research focus.	Based on the repository name, this appears to be a capstone project focused on developing predictive models for Parkinson's Disease progression. However, without access to the actual repository contents, I cannot provide specific details about the code implementation or methodology.	Not specified - Cannot determine from the limited repository information provided.	Not specified - Cannot determine from the limited repository information provided. Note: The repository URL provided seems to be incomplete or inaccessible. With only the repository title visible, I cannot provide a more detailed analysis of the code, data types, or tools used. A full analysis would require access to the repository's contents, including source code, documentation, and data files.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/cafesmire/capstone_parkinsons	cafesmire	cafesmire	Jupyter Notebook	"YES - The repository name contains ""parkinsons"" which indicates it's likely related to Parkinson's disease research or applications."	Not specified - The provided repository information is too limited to determine the specific functionality and purpose of the code.	Not specified - Without access to the repository contents, I cannot determine what types of data are being used.	Not specified - The technology stack and tools used are not visible in the provided information. Note: To provide a more detailed and accurate analysis, I would need access to: - The repository's README file - Source code files - Documentation - Dependencies list - Project structure - Issue tracker content - Any additional metadata about the project The current information only shows it's a repository related to Parkinson's disease, but all other details are not accessible in the provided excerpt.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/deands1073/Parkinson-s-Capstone	deands1073	deands1073		"YES - The repository title contains ""Parkinson's"", indicating it is related to Parkinson's disease research or analysis, which is a neurological medical condition."	Not specified - The provided repository information is too limited to determine the specific functionality and purpose of the code.	Not specified - Without access to the repository contents, I cannot determine what types of data are being used or analyzed.	Not specified - The available information does not reveal which tools, frameworks, or technologies are being utilized. Note: To provide a more complete and accurate analysis, I would need access to the actual repository contents, including code files, documentation, and README information. The current URL provided only shows limited repository statistics without revealing the actual contents.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/jayant1818/Capstone-Project-Group-91--Designing-an-appsuite-for-early-detection-of-Parkinson-s-disease	jayant1818	jayant1818	Jupyter Notebook	YES - The repository title explicitly mentions Parkinson's disease detection, which is a neurological medical condition, making this clearly biomedical in nature.	Based on the repository title, this appears to be a capstone project focused on developing an application suite for early detection of Parkinson's disease. However, without access to the actual repository contents, I cannot provide specific details about the implementation or functionality.	Not specified - Unable to determine from the limited repository information provided.	Not specified - Unable to determine from the limited repository information provided. Note: The repository URL appears valid but I was unable to access detailed contents beyond the title. To provide a more comprehensive analysis, I would need access to the actual repository contents, including code files, documentation, and dependency information.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/RameesaNasrin/Capstone-Project_-Prediction-of-Unified-Parkinson-s-Disease-Rating-Scale-UPDRS-with-voice-measures-	RameesaNasrin	RameesaNasrin	Jupyter Notebook	YES - This repository is directly related to biomedical research, specifically focusing on Parkinson's Disease and the Unified Parkinson's Disease Rating Scale (UPDRS) using voice measures as predictive features.	This repository appears to contain a capstone project focused on predicting UPDRS scores using voice measurements from Parkinson's Disease patients. The project aims to develop a predictive model that can assess the severity of Parkinson's Disease symptoms using voice-based features. This represents an important application of machine learning in neurological disease assessment, potentially offering a non-invasive method for monitoring disease progression.	Not specified in the available repository information. However, based on the project title, it likely involves: - Voice recordings or voice-derived measurements - UPDRS scores (clinical rating scale data) - Patient metadata But without access to the full repository contents, the exact data formats and structures cannot be confirmed.	Not specified in the available repository information. Based on similar projects, it likely uses common data science tools, but without access to the actual code or documentation, specific tools and frameworks cannot be definitively listed.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/royc0003/PEAR-NTU-Capstone-Project	royc0003	royc0003		Not specified - Cannot determine biomedical relevance without access to repository contents.	"Not specified - The repository name suggests this is a capstone project from NTU called ""PEAR"" but without access to the actual codebase or documentation, I cannot determine its specific purpose or functionality."	Not specified - Cannot determine data types without access to repository contents.	Not specified - Cannot determine tools and technologies without access to repository contents. Note: To provide an accurate analysis, I would need access to: - Repository README file - Source code files - Documentation - Dependencies list - Project structure Please provide additional repository content details for a complete analysis.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/michelpf/mldn-capstone-dementia-prediction	michelpf	michelpf	Jupyter Notebook	"YES - The repository name ""mldn-capstone-dementia-prediction"" clearly indicates it's focused on dementia prediction, which is a medical/neurological condition. This places it firmly in the biomedical research domain."	"Based on the repository name, this appears to be a capstone project focused on developing machine learning models for dementia prediction. The ""mldn"" prefix likely indicates machine learning or deep neural networks. However, without access to the actual code and documentation, I cannot provide specific details about implementation or features."	Not specified - Without access to the repository contents, I cannot determine the specific data types, formats, or sources used in this project.	Not specified - While this appears to be a machine learning project based on the name, I cannot definitively list the specific tools, frameworks, or technologies used without access to the repository contents. Note: To provide a more detailed and accurate analysis, I would need access to the repository's contents, including its README, code files, and documentation.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/tgrey2024/capstone	tgrey2024	tgrey2024	JavaScript	"Not specified - The repository URL alone with title ""capstone"" does not provide enough information to determine biomedical relevance."	Not specified - Without access to the repository contents, README, or code files, I cannot determine the purpose and functionality of this repository.	Not specified - No data types or formats are visible in the provided repository information.	Not specified - Without access to the repository contents or dependency files, I cannot determine what tools or technologies are being used. Note: To provide a thorough analysis, I would need access to: - Repository README - Source code files - Documentation - Dependencies/requirements files - Project structure - Issue tracker content - Other repository metadata The current information only shows a repository URL and a partial notification settings message, which is insufficient for meaningful analysis.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/CarlosC27/Aegeliss-Capstone-Project	CarlosC27	CarlosC27		Not specified - Cannot determine biomedical relevance without access to repository contents.	Not specified - Repository contents and purpose cannot be analyzed from the provided information.	Not specified - No data types or formats are visible in the limited repository information provided.	Not specified - Cannot determine tools and technologies without access to repository contents. Note: To provide a proper analysis, I would need access to: - Repository README file - Code files and directory structure - Documentation - Dependencies and requirements files - Issue tracker or discussions - Any other public repository content The current URL shows only basic repository statistics which is insufficient for a detailed analysis.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/rprokap/pset-9	rprokap	rprokap	JavaScript	Not specified - There is insufficient information in the provided repository details to determine if this is related to biomedical research.	Not specified - The repository URL is provided but the actual contents and purpose are not visible in the information shared.	Not specified - No data types or formats are discernible from the limited repository information provided.	Not specified - No tools, frameworks or technologies can be identified from the provided information. Note: To provide a proper analysis, I would need access to more repository content, including the README file, source code, documentation, and other repository assets. The current information only shows a URL and a notification status message, which is insufficient for meaningful analysis.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/danderfer/Comp_Sci_Sem_2	danderfer	danderfer	Python	"NO - The repository name ""Comp_Sci_Sem_2"" suggests this is likely a computer science course repository rather than biomedical research."	Not specified - The repository content is not accessible or visible in the provided information. The name suggests it may be coursework for a computer science semester 2 class, but specific functionality cannot be determined.	Not specified - No data types or formats are visible in the provided repository information.	Not specified - No specific tools, frameworks or technologies are visible in the provided repository information. Note: To provide a more detailed and accurate analysis, I would need access to more repository content including the README, source code files, documentation, and other repository artifacts. The current information is too limited to make meaningful determinations about the repository's specific purpose and technical details.
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/CAPRDZV/Capsulepaper	CAPRDZV	cymqqqq		"Not specified - The repository name contains ""Capsulepaper"" which could potentially relate to medical capsules/medications, but there is insufficient information to make a definitive determination."	Not specified - The repository information provided is too limited to determine its purpose or functionality.	Not specified - No data types or formats are visible in the provided repository information.	Not specified - No tools, packages, or frameworks are visible in the provided repository information. Note: To provide a more accurate and detailed analysis, I would need additional information such as: - Repository README content - Source code files - Documentation - Dependencies/requirements files - Issue tracking information - Any other repository metadata or content
